,MC0,MC1,MC2,MC3,MC4,MC5,MC6,MC7,MC8
5-6A-rep1,0.7012879282752303,7.577696122682151e-07,0.0747173728446801,4.6919108580976106e-07,0.1346044284862568,2.469756073661534e-07,1.306018029366256e-07,8.629188230767959e-07,0.0893878029369011
5-6B-rep1,0.884437647753319,1.2018506825313585e-06,0.1089493973457926,7.441544469303647e-07,5.178895179469303e-06,3.917124644166187e-07,2.071392986179176e-07,1.368621226944792e-06,0.0066038625275894
5-6B-rep2,0.8876572814513496,2.7612020752845234e-06,0.1123195643277116,1.7096639649682252e-06,1.1898296789342251e-05,8.999431338541192e-07,4.7589394384010884e-07,3.144350481341769e-06,2.264870550070816e-06
5-6C-rep1,0.1408376449849165,2.4425145718988027e-06,0.8426261928646975,1.5123410143949272e-06,1.052504036154274e-05,7.960751000422375e-07,4.209680642037331e-07,2.7814414376183968e-06,0.0165176837698362
5-6C-rep2,0.1087395003266183,0.0001171872914312,0.8911117401175337,2.646884364060592e-06,1.842082208900488e-05,1.3932828078214937e-06,7.367741642287726e-07,4.8680514386022085e-06,3.50644955291853e-06
5-7A-rep1,0.0134088508900829,2.2863120748018835e-06,0.1763383408419176,0.0088785375244196,0.0982016901061841,7.451648946604907e-07,3.940465204867756e-07,0.0001233807327614,0.7030457743811442
5-7A-rep2,0.0110345968234552,4.691786915222802e-06,0.1554090221902447,2.9050315049612236e-06,0.1562891713773221,1.5291678423884547e-06,8.08630776692692e-07,5.342826074659411e-06,0.6772519321658639
5-7B-rep1,1.317582629632424e-06,1.1652666591937075e-06,0.1844562378355584,7.215025784004262e-07,5.021250952226449e-06,3.797888385052174e-07,2.0083403204451793e-07,1.3269607514508686e-06,0.8155336289780002
5-7B-rep2,0.0007548697022901,1.7814443000060482e-06,0.1815351212807907,1.1030236260432148e-06,5.472988469002264e-05,5.806161673150277e-07,3.070324194124772e-07,2.028640095683824e-06,0.8176494783756207
5-7C-rep1,4.132321822451347e-05,1.5002723469329417e-06,2.4112181955405124e-06,9.28929321091161e-07,6.464824073700505e-06,0.0111752579043415,2.585723552821115e-07,0.0157335640012611,0.9730382910598804
5-7C-rep2,2.1180506918155513e-06,1.8731985365831448e-06,3.0105803153025948e-06,1.159835444820682e-06,8.071800442686259e-06,0.0153879500820012,3.228462875460557e-07,0.014597841069892,0.969997652536388
5-8A-rep1,0.0023271652606409,4.161190330361339e-05,0.9976200118762496,9.398791871365392e-07,6.541028964650446e-06,4.947392227054627e-07,2.6162030800477e-07,1.7285909015054972e-06,1.245101221753602e-06
5-8A-rep2,2.834003377697832e-06,2.5063852344463e-06,0.9999761485571544,1.55188805485007e-06,1.0800265454962871e-05,8.168921075075134e-07,4.319761906163127e-07,2.854174885967752e-06,2.0558575395264474e-06
5-8B-rep1,0.1272024400550128,8.430058505659788e-05,0.3113418675493226,1.9040793395107624e-06,1.3251318128106465e-05,0.0030063417615129,5.300104844176717e-07,3.501912019193114e-06,0.5583458627291237
5-8C-rep1,0.0312443589497973,0.0924930835170447,0.2919948850722177,0.0344107146346914,0.1576253419991615,1.0858965059359398e-06,5.742269165373923e-07,3.7940610608408712e-06,0.3922261616426039
5-9A-rep1,1.6414787082726704e-06,1.451719510798434e-06,0.8014388333451562,8.98866677332058e-07,0.192993667944514,0.0055604125088943,2.502042605021261e-07,1.653162216344463e-06,1.1907700622134954e-06
5-9A-rep2,2.733916411429925e-06,2.417868581153463e-06,0.9166352549275772,1.4970808627981247e-06,0.0756885469103813,0.0076643959484023,4.167203208601251e-07,2.7533755334395913e-06,1.983251929445151e-06
5-9B-rep1,1.2298407431586482e-06,1.0876679624416305e-06,0.8068754609646785,6.734554989226042e-07,0.1931188753618667,3.544975297078113e-07,1.874598751275914e-07,1.2385943469533838e-06,8.921574985183725e-07
5-9B-rep2,2.0729234195400517e-06,1.8332880940648896e-06,0.8473538326682499,1.1351239447062385e-06,0.1526366210865062,5.97513324866017e-07,3.159677117038805e-07,2.0876778098238524e-06,1.5037509392046835e-06
5-9C-rep1,1.848999474730129e-06,1.6352503382431324e-06,0.977913312688772,1.0125041560778577e-06,7.046457781357494e-06,0.0220716587927192,2.818358495374546e-07,1.8621600476811377e-06,1.3413108610309068e-06
5-9C-rep2,3.5281734675153276e-06,3.1203074608644576e-06,0.9736792877658558,1.932012609005359e-06,1.3445717926870174e-05,0.0262920355249383,5.377858566876131e-07,3.5532858512329188e-06,2.5594260335147465e-06
